ID,Name,AffiliationName,Available,MachineIp,PrivateId,State,Version,AudioThumbnail_Src,AudioThumbnail_IsSilent,AudioThumbnail_MissingData,AudioThumbnail_Status,AudioThumbnail_Timestamp,VideoThumbnail_Src,VideoThumbnail_IsSilent,VideoThumbnail_MissingData,VideoThumbnail_Status,VideoThumbnail_Timestamp,Device_1_Record,Device_1_DeviceId,Device_1_Width,Device_1_Height,Device_1_Name,Device_1_AudioPreviewUrl,Device_1_VideoPreviewUrl,Device_1_LastPreviewUpdateDateTime,Device_1_Type,Device_1_MissingData,Device_2_Record,Device_2_DeviceId,Device_2_Width,Device_2_Height,Device_2_Name,Device_2_AudioPreviewUrl,Device_2_VideoPreviewUrl,Device_2_LastPreviewUpdateDateTime,Device_2_Type,Device_2_MissingData,LastConnectionDateTime,PrimaryAudioDeviceId,PrimaryRecordingQualitySettings_AudioBitrate,PrimaryRecordingQualitySettings_Framerate,PrimaryRecordingQualitySettings_MultipleBitrateCount,PrimaryRecordingQualitySettings_PixelCount,PrimaryRecordingQualitySettings_VideoBitrate,PrimaryVideoDeviceId,SecondaryRecordingQualitySettings_AudioBitrate,SecondaryRecordingQualitySettings_Framerate,SecondaryRecordingQualitySettings_MultipleBitrateCount,SecondaryRecordingQualitySettings_PixelCount,SecondaryRecordingQualitySettings_VideoBitrate,RemoteRecorderState,ScheduleVersion,DefaultFolder_Id,DefaultFolder_Name,DefaultFolder_TypeName,DefaultFolder_IsEditable,DefaultFolder_IsDepartment,DefaultFolder_DepartmentId,DefaultFolder_IsDropbox,DefaultFolder_FolderType,DefaultFolder_DeliveriesHaveSpecifiedOrder,DefaultFolder_PodcastEnabled,DefaultFolder_Parent,DefaultFolder_UserCanCreateFolders,DefaultFolder_UserCanCreateSessions,DefaultFolder_UserCanManageDepartmentSettings,DefaultFolder_UserCanMoveFolder,DefaultFolder_UserCanMoveSessionDestination,DefaultFolder_IsEnumerable,DefaultFolder_HasAccessibleChildren,DefaultFolder_SessionCount,DefaultFolder_RepositoryKey,AccessRoleTypes,TimeZoneDisplayInfo_BaseUtcOffset,TimeZoneDisplayInfo_TotalHours,TimeZoneDisplayInfo_SupportsDST,TimeZoneDisplayInfo_DisplayName,IsInheritingTimeZone,IsLiveMonitoringBlocked,IsPrimaryAudioConfigured,IsPrimaryAudioCompatibleWithLiveMonitoring,IsLiveMonitoringSupported,RepositoryKey,TypeName
f9cbd3d3-c8da-4ff6-8186-b2790108f123,IOE - Bedford Way (20) 123,,TRUE,128.40.190.123,45100,1,4.24.1,https://ucl.cloud.panopto.eu/Panopto/Handlers/ThumbnailHandler.ashx?previewId=16d602f9-7d85-4d55-b087-b2790108f84f&type=Audio&random=0.944520163789634,FALSE,FALSE,2,2025-07-01 14:52,https://ucl.cloud.panopto.eu/Panopto/Handlers/ThumbnailHandler.ashx?previewId=16d602f9-7d85-4d55-b087-b2790108f84f&type=Video&random=0.944520163789634,FALSE,FALSE,2,2025-07-01 14:52,TRUE,1,,,HDMI-A,https://ucl.cloud.panopto.eu/Panopto/Handlers/ThumbnailHandler.ashx?previewId=16d602f9-7d85-4d55-b087-b2790108f84f&type=Audio&random=0.765361640493088,https://ucl.cloud.panopto.eu/Panopto/Handlers/ThumbnailHandler.ashx?previewId=16d602f9-7d85-4d55-b087-b2790108f84f&type=Video&random=0.765361640493088,2025-07-01T13:52:25.1553168Z,1,,TRUE,2,,,SDI,,https://ucl.cloud.panopto.eu/Panopto/Handlers/ThumbnailHandler.ashx?previewId=cfbd70bd-f6cf-4add-9351-b2790108f84f&type=Video&random=0.765361640493088,2025-07-01T13:52:25.1553168Z,1,,2025-07-01T13:52:25.1553168Z,1,128000,30,3,921600,1500000,1,,15,3,2073600,1500000,1,6f2daae2-5279-4f4f-9011-b2d70091f007,b6032f29-9c48-4c76-b8bd-b2790108f6e2,IOE - Bedford Way (20) 123,Folder,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,b6032f29-9c48-4c76-b8bd-b2790108f6e2,"3,1,4,9,10,2,6,7,8,5",00:00:00,,TRUE,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London",TRUE,FALSE,TRUE,TRUE,FALSE,f9cbd3d3-c8da-4ff6-8186-b2790108f707,RemoteRecorder
